Sequence	Order	Species	BOLD	GenBank
47895	Lepidoptera	Pieris rapae	PRA426-19	MN182147
47896	Lepidoptera	Pieris rapae	PRA427-19	MN182146
47897	Lepidoptera	Pieris rapae	PRA428-19	MN182145
47898	Lepidoptera	Pieris rapae	PRA429-19	MN182144
47899	Lepidoptera	Pieris rapae	PRA430-19	MN182143
47900	Lepidoptera	Pieris rapae	PRA431-19	MN182142
47901	Lepidoptera	Pieris rapae	PRA432-19	MN182141
47902	Lepidoptera	Pieris rapae	PRA433-19	MN182140
47903	Lepidoptera	Pieris rapae	PRA434-19	MN182139
47904	Lepidoptera	Pieris rapae	PRA435-19	MN182138
47905	Lepidoptera	Pieris rapae	PRA436-19	MN182137
47906	Lepidoptera	Pieris rapae	PRA437-19	MN182136
47907	Lepidoptera	Pieris rapae	PRA438-19	MN182135
47908	Lepidoptera	Pieris rapae	PRA439-19	MN182134
47909	Lepidoptera	Pieris rapae	PRA440-19	MN182133
47910	Lepidoptera	Pieris rapae	PRA441-19	MN182132
47911	Lepidoptera	Pieris rapae	PRA442-19	MN182131
47912	Lepidoptera	Pieris rapae	PRA443-19	MN182130
47913	Lepidoptera	Pieris rapae	PRA444-19	MN182129
47914	Lepidoptera	Pieris rapae	PRA445-19	MN182128
47915	Lepidoptera	Pieris rapae	PRA446-19	MN182127
47916	Lepidoptera	Pieris rapae	PRA447-19	MN182126
47917	Lepidoptera	Pieris rapae	PRA448-19	MN182125
47918	Lepidoptera	Pieris rapae	PRA449-19	MN182124
47919	Lepidoptera	Pieris rapae	PRA450-19	MN182123
47920	Lepidoptera	Pieris rapae	PRA451-19	MN182122
47921	Lepidoptera	Pieris rapae	PRA452-19	MN182121
47922	Lepidoptera	Pieris rapae	PRA453-19	MN182120
47923	Lepidoptera	Pieris rapae	PRA454-19	MN182119
47924	Lepidoptera	Pieris rapae	PRA455-19	MN182118
47925	Lepidoptera	Pieris rapae	PRA456-19	MN182117
47926	Lepidoptera	Pieris rapae	PRA457-19	MN182116
47927	Lepidoptera	Pieris rapae	PRA458-19	MN182115
47928	Lepidoptera	Pieris rapae	PRA459-19	MN182114
47929	Lepidoptera	Pieris rapae	PRA460-19	MN182113
47930	Lepidoptera	Pieris rapae	PRA461-19	MN182112
47931	Lepidoptera	Pieris rapae	PRA462-19	MN182111
47932	Lepidoptera	Pieris rapae	PRA463-19	MN182110
47933	Lepidoptera	Pieris rapae	PRA464-19	MN182109
47934	Lepidoptera	Pieris rapae	PRA465-19	MN182108
47935	Lepidoptera	Pieris rapae	PRA466-19	MN182107
47936	Lepidoptera	Pieris rapae	PRA467-19	MN182106
47937	Lepidoptera	Pieris rapae	PRA468-19	MN182105
47938	Lepidoptera	Pieris rapae	PRA469-19	MN182104
47939	Lepidoptera	Pieris rapae	PRA470-19	MN182103
47940	Lepidoptera	Pieris rapae	PRA471-19	MN182102
47941	Lepidoptera	Pieris rapae	PRA472-19	MN182101
47942	Lepidoptera	Pieris rapae	PRA473-19	MN182100
47943	Lepidoptera	Pieris rapae	PRA474-19	MN182099
47944	Lepidoptera	Pieris rapae	PRA475-19	MN182098
47945	Lepidoptera	Pieris rapae	PRA476-19	MN182097
47946	Lepidoptera	Pieris rapae	PRA477-19	MN182096
47947	Lepidoptera	Pieris rapae	PRA478-19	MN182095
47948	Lepidoptera	Pieris rapae	PRA479-19	MN182094
47949	Lepidoptera	Pieris rapae	PRA480-19	MN182093
47950	Lepidoptera	Pieris rapae	PRA481-19	MN182092
47951	Lepidoptera	Pieris rapae	PRA482-19	MN182091
47952	Lepidoptera	Pieris rapae	PRA483-19	MN182090
47953	Lepidoptera	Pieris rapae	PRA484-19	MN182089
47954	Lepidoptera	Pieris rapae	PRA485-19	MN182088
47955	Lepidoptera	Pieris rapae	PRA486-19	MN182087
47956	Lepidoptera	Pieris rapae	PRA487-19	MN182086
47957	Lepidoptera	Pieris rapae	PRA488-19	MN182085
47958	Lepidoptera	Pieris rapae	PRA489-19	MN182084
47959	Lepidoptera	Pieris rapae	PRA490-19	MN182083
47960	Lepidoptera	Pieris rapae	PRA491-19	MN182082
47961	Lepidoptera	Pieris rapae	PRA492-19	MN182081
47962	Lepidoptera	Pieris rapae	PRA493-19	MN182080
47963	Lepidoptera	Pieris rapae	PRA494-19	MN182079
47964	Lepidoptera	Pieris rapae	PRA495-19	MN182078
47965	Lepidoptera	Pieris rapae	PRA496-19	MN182077
47966	Lepidoptera	Pieris rapae	PRA497-19	MN182076
47967	Lepidoptera	Pieris rapae	PRA498-19	MN182075
47968	Lepidoptera	Pieris rapae	PRA499-19	MN182074
47969	Lepidoptera	Pieris rapae	PRA500-19	MN182073
47970	Lepidoptera	Pieris rapae	PRA501-19	MN182072
47971	Lepidoptera	Pieris rapae	PRA502-19	MN182071
47972	Lepidoptera	Pieris rapae	PRA505-19	MN182068
47973	Lepidoptera	Pieris rapae	PRA507-19	MN182066
47974	Lepidoptera	Pieris rapae	PRA508-19	MN182065
47975	Lepidoptera	Pieris rapae	PRA509-19	MN182064
47976	Lepidoptera	Pieris rapae	PRA510-19	MN182063
47977	Lepidoptera	Pieris rapae	PRA511-19	MN182062
47978	Lepidoptera	Pieris rapae	PRA512-19	MN182061
47979	Lepidoptera	Pieris rapae	PRA513-19	MN182060
47980	Lepidoptera	Pieris rapae	PRA514-19	MN182059
47981	Lepidoptera	Pieris rapae	PRA515-19	MN182058
47982	Lepidoptera	Pieris rapae	PRA516-19	MN182057
47983	Lepidoptera	Pieris rapae	PRA518-19	MN182055
47984	Lepidoptera	Pieris rapae	PRA519-19	MN182054
47985	Lepidoptera	Pieris rapae	PRA520-19	MN182053
47986	Lepidoptera	Pieris rapae	PRA521-19	MN182052
47987	Lepidoptera	Pieris rapae	PRA522-19	MN182051
47988	Lepidoptera	Pieris rapae	PRA503-19	MN182070
47989	Lepidoptera	Pieris rapae	PRA504-19	MN182069
47990	Lepidoptera	Pieris rapae	PRA506-19	MN182067
47991	Lepidoptera	Pieris rapae	PRA523-19	MN182050
47992	Lepidoptera	Pieris rapae	PRA524-19	MN182049
47993	Lepidoptera	Pieris rapae	PRA525-19	MN182048
47994	Lepidoptera	Pieris rapae	PRA526-19	MN182047
47995	Lepidoptera	Pieris rapae	PRA527-19	MN182046
47996	Lepidoptera	Pieris rapae	PRA528-19	MN182045
47997	Lepidoptera	Pieris rapae	PRA529-19	MN182044
47998	Lepidoptera	Pieris rapae	PRA530-19	MN182043
47999	Lepidoptera	Pieris rapae	PRA531-19	MN182042
48000	Lepidoptera	Pieris rapae	PRA532-19	MN182041
48001	Lepidoptera	Pieris rapae	PRA533-19	MN182040
48002	Lepidoptera	Pieris rapae	PRA534-19	MN182039
48003	Lepidoptera	Pieris rapae	PRA535-19	MN182038
48004	Lepidoptera	Pieris rapae	PRA536-19	MN182037
48005	Lepidoptera	Pieris rapae	PRA537-19	MN182036
48006	Lepidoptera	Pieris rapae	PRA538-19	MN182035
48007	Lepidoptera	Pieris rapae	PRA539-19	MN182034
48008	Lepidoptera	Pieris rapae	PRA540-19	MN182033
48009	Lepidoptera	Pieris rapae	PRA541-19	MN182032
48010	Lepidoptera	Pieris rapae	PRA542-19	MN182031
48011	Lepidoptera	Pieris rapae	PRA543-19	MN182030
48012	Lepidoptera	Pieris rapae	PRA544-19	MN182029
48013	Lepidoptera	Pieris rapae	PRA545-19	MN182028
48014	Lepidoptera	Pieris rapae	PRA546-19	MN182027
48015	Lepidoptera	Pieris rapae	PRA547-19	MN182026
48016	Lepidoptera	Pieris rapae	PRA548-19	MN182025
48017	Lepidoptera	Pieris rapae	PRA549-19	MN182024
48018	Lepidoptera	Pieris rapae	PRA550-19	MN182023
48019	Lepidoptera	Pieris rapae	PRA551-19	MN182022
48020	Lepidoptera	Pieris rapae	PRA552-19	MN182021
48021	Lepidoptera	Pieris rapae	PRA553-19	MN182020
48022	Lepidoptera	Pieris rapae	PRA554-19	MN182019
48023	Lepidoptera	Pieris rapae	PRA555-19	MN182018
48024	Lepidoptera	Pieris rapae	PRA556-19	MN182017
48025	Lepidoptera	Pieris rapae	PRA557-19	MN182016
48026	Lepidoptera	Pieris rapae	PRA558-19	MN182015
48027	Lepidoptera	Pieris rapae	PRA559-19	MN182014
48028	Lepidoptera	Pieris rapae	PRA560-19	MN182013
48029	Lepidoptera	Pieris rapae	PRA561-19	MN182012
48030	Lepidoptera	Pieris rapae	PRA562-19	MN182011
48031	Lepidoptera	Pieris rapae	PRA563-19	MN182010
48032	Lepidoptera	Pieris rapae	PRA564-19	MN182009
48033	Lepidoptera	Pieris rapae	PRA565-19	MN182008
48034	Lepidoptera	Pieris rapae	PRA566-19	MN182007
48035	Lepidoptera	Pieris rapae	PRA567-19	MN182006
48036	Lepidoptera	Pieris rapae	PRA568-19	MN182005
48037	Lepidoptera	Pieris rapae	PRA569-19	MN182004
48038	Lepidoptera	Pieris rapae	PRA570-19	MN182003
48039	Lepidoptera	Pieris rapae	PRA571-19	MN182002
48040	Lepidoptera	Pieris rapae	PRA572-19	MN182001
48041	Lepidoptera	Pieris rapae	PRA573-19	MN182000
48042	Lepidoptera	Pieris rapae	PRA574-19	MN181999
48043	Lepidoptera	Pieris rapae	PRA575-19	MN181998
48044	Lepidoptera	Pieris rapae	PRA576-19	MN181997
48045	Lepidoptera	Pieris rapae	PRA577-19	MN181996
48046	Lepidoptera	Pieris rapae	PRA578-19	MN181995
48047	Lepidoptera	Pieris rapae	PRA579-19	MN181994
48048	Lepidoptera	Pieris rapae	PRA580-19	MN181993
48049	Lepidoptera	Pieris rapae	PRA581-19	MN181992
48050	Lepidoptera	Pieris rapae	PRA582-19	MN181991
48051	Lepidoptera	Pieris rapae	PRA597-19	MN181976
48052	Lepidoptera	Pieris rapae	PRA583-19	MN181990
48053	Lepidoptera	Pieris rapae	PRA584-19	MN181989
48054	Lepidoptera	Pieris rapae	PRA585-19	MN181988
48055	Lepidoptera	Pieris rapae	PRA586-19	MN181987
48056	Lepidoptera	Pieris rapae	PRA587-19	MN181986
48057	Lepidoptera	Pieris rapae	PRA588-19	MN181985
48058	Lepidoptera	Pieris rapae	PRA589-19	MN181984
48059	Lepidoptera	Pieris rapae	PRA590-19	MN181983
48060	Lepidoptera	Pieris rapae	PRA591-19	MN181982
48061	Lepidoptera	Pieris rapae	PRA592-19	MN181981
48062	Lepidoptera	Pieris rapae	PRA593-19	MN181980
48063	Lepidoptera	Pieris rapae	PRA594-19	MN181979
48064	Lepidoptera	Pieris rapae	PRA595-19	MN181978
48065	Lepidoptera	Pieris rapae	PRA596-19	MN181977
48066	Lepidoptera	Pieris rapae	PRA598-19	MN181975
48067	Lepidoptera	Pieris rapae	PRA599-19	MN181974
48068	Lepidoptera	Pieris rapae	PRA600-19	MN181973
48069	Lepidoptera	Pieris rapae	PRA601-19	MN181972
48070	Lepidoptera	Pieris rapae	PRA602-19	MN181971
48071	Lepidoptera	Pieris rapae	PRA603-19	MN181970
48072	Lepidoptera	Pieris rapae	PRA604-19	MN181969
48073	Lepidoptera	Pieris rapae	PRA605-19	MN181968
48074	Lepidoptera	Pieris rapae	PRA606-19	MN181967
48075	Lepidoptera	Pieris rapae	PRA607-19	MN181966
48076	Lepidoptera	Pieris rapae	PRA608-19	MN181965
48077	Lepidoptera	Pieris rapae	PRA609-19	MN181964
48078	Lepidoptera	Pieris rapae	PRA610-19	MN181963
48079	Lepidoptera	Pieris rapae	PRA611-19	MN181962
48080	Lepidoptera	Pieris rapae	PRA612-19	MN181961
48081	Lepidoptera	Pieris rapae	PRA613-19	MN181960
48082	Lepidoptera	Pieris rapae	PRA614-19	MN181959
48083	Lepidoptera	Pieris rapae	PRA615-19	MN181958
48084	Lepidoptera	Pieris rapae	PRA616-19	MN181957
48085	Lepidoptera	Pieris rapae	PRA617-19	MN181956
48086	Lepidoptera	Pieris rapae	PRA618-19	MN181955
48087	Lepidoptera	Pieris rapae	PRA619-19	MN181954
48088	Lepidoptera	Pieris rapae	PRA620-19	MN181953
48089	Lepidoptera	Pieris rapae	PRA621-19	MN181952
48090	Lepidoptera	Pieris rapae	PRA622-19	MN181951
48091	Lepidoptera	Pieris rapae	PRA623-19	MN181950
48092	Lepidoptera	Pieris rapae	PRA624-19	MN181949
48093	Lepidoptera	Pieris rapae	PRA625-19	MN181948
48094	Lepidoptera	Pieris rapae	PRA626-19	MN181947
48095	Lepidoptera	Pieris rapae	PRA627-19	MN181946
48096	Lepidoptera	Pieris rapae	PRA628-19	MN181945
48097	Lepidoptera	Pieris rapae	PRA629-19	MN181944
48098	Lepidoptera	Pieris rapae	PRA630-19	MN181943
48099	Lepidoptera	Pieris rapae	PRA631-19	MN181942
48100	Lepidoptera	Pieris rapae	PRA632-19	MN181941
48101	Lepidoptera	Pieris rapae	PRA633-19	MN181940
48102	Lepidoptera	Pieris rapae	PRA634-19	MN181939
48103	Lepidoptera	Pieris rapae	PRA635-19	MN181938
48104	Lepidoptera	Pieris rapae	PRA636-19	MN181937
48105	Lepidoptera	Pieris rapae	PRA637-19	MN181936
48106	Lepidoptera	Pieris rapae	PRA638-19	MN181935
48107	Lepidoptera	Pieris rapae	PRA639-19	MN181934
48108	Lepidoptera	Pieris rapae	PRA640-19	MN181933
48109	Lepidoptera	Pieris rapae	PRA641-19	MN181932
48110	Lepidoptera	Pieris rapae	PRA642-19	MN181931
48111	Lepidoptera	Pieris rapae	PRA643-19	MN181930
48112	Lepidoptera	Pieris rapae	PRA644-19	MN181929
48113	Lepidoptera	Pieris rapae	PRA645-19	MN181928
48114	Lepidoptera	Pieris rapae	PRA646-19	MN181927
48115	Lepidoptera	Pieris rapae	PRA652-19	MN181921
48116	Lepidoptera	Pieris rapae	PRA647-19	MN181926
48117	Lepidoptera	Pieris rapae	PRA648-19	MN181925
48118	Lepidoptera	Pieris rapae	PRA649-19	MN181924
48119	Lepidoptera	Pieris rapae	PRA650-19	MN181923
48120	Lepidoptera	Pieris rapae	PRA651-19	MN181922
48121	Lepidoptera	Pieris rapae	PRA653-19	MN181920
48122	Lepidoptera	Pieris rapae	PRA654-19	MN181919
48123	Lepidoptera	Pieris rapae	PRA655-19	MN181918
48124	Lepidoptera	Pieris rapae	PRA656-19	MN181917
48125	Lepidoptera	Pieris rapae	PRA657-19	MN181916
48126	Lepidoptera	Pieris rapae	PRA658-19	MN181915
48127	Lepidoptera	Pieris rapae	PRA659-19	MN181914
48128	Lepidoptera	Pieris rapae	PRA660-19	MN181913
48129	Lepidoptera	Pieris rapae	PRA661-19	MN181912
48130	Lepidoptera	Pieris rapae	PRA662-19	MN181911
48131	Lepidoptera	Pieris rapae	PRA663-19	MN181910
48132	Lepidoptera	Pieris rapae	PRA664-19	MN181909
48133	Lepidoptera	Pieris rapae	PRA665-19	MN181908
48134	Lepidoptera	Pieris rapae	PRA666-19	MN181907
48135	Lepidoptera	Pieris rapae	PRA667-19	MN181906
48136	Lepidoptera	Pieris rapae	PRA668-19	MN181905
48137	Lepidoptera	Pieris rapae	PRA669-19	MN181904
48138	Lepidoptera	Pieris rapae	PRA670-19	MN181903
48139	Lepidoptera	Pieris rapae	PRA671-19	MN181902
48140	Lepidoptera	Pieris rapae	PRA672-19	MN181901
48141	Lepidoptera	Pieris rapae	PRA673-19	MN181900
48142	Lepidoptera	Pieris rapae	PRA674-19	MN181899
48143	Lepidoptera	Pieris rapae	PRA675-19	MN181898
48144	Lepidoptera	Pieris rapae	PRA676-19	MN181897
48145	Lepidoptera	Pieris rapae	PRA677-19	MN181896
48146	Lepidoptera	Pieris rapae	PRA678-19	MN181895
48147	Lepidoptera	Pieris rapae	PRA679-19	MN181894
48148	Lepidoptera	Pieris rapae	PRA680-19	MN181893
48149	Lepidoptera	Pieris rapae	PRA681-19	MN181892
48150	Lepidoptera	Pieris rapae	PRA682-19	MN181891
48151	Lepidoptera	Pieris rapae	PRA683-19	MN181890
48152	Lepidoptera	Pieris rapae	PRA684-19	MN181889
48153	Lepidoptera	Pieris rapae	PRA685-19	MN181888
48154	Lepidoptera	Pieris rapae	PRA686-19	MN181887
48155	Lepidoptera	Pieris rapae	PRA687-19	MN181886
48156	Lepidoptera	Pieris rapae	PRA688-19	MN181885
48157	Lepidoptera	Pieris rapae	PRA689-19	MN181884
48158	Lepidoptera	Pieris rapae	PRA690-19	MN181883
48159	Lepidoptera	Pieris rapae	PRA691-19	MN181882
48160	Lepidoptera	Pieris rapae	PRA692-19	MN181881
48161	Lepidoptera	Pieris rapae	PRA693-19	MN181880
48162	Lepidoptera	Pieris rapae	PRA694-19	MN181879
48163	Lepidoptera	Pieris rapae	PRA695-19	MN181878
48164	Lepidoptera	Pieris rapae	PRA696-19	MN181877
48165	Lepidoptera	Pieris rapae	PRA697-19	MN181876
48166	Lepidoptera	Pieris rapae	PRA698-19	MN181875
48167	Lepidoptera	Pieris rapae	PRA699-19	MN181874
48168	Lepidoptera	Pieris rapae	PRA700-19	MN181873
48169	Lepidoptera	Pieris rapae	PRA701-19	MN181872
48170	Lepidoptera	Pieris rapae	PRA702-19	MN181871
48171	Lepidoptera	Pieris rapae	PRA707-19	MN181866
48172	Lepidoptera	Pieris rapae	PRA708-19	MN181865
48173	Lepidoptera	Pieris rapae	PRA709-19	MN181864
48174	Lepidoptera	Pieris rapae	PRA710-19	MN181863
48175	Lepidoptera	Pieris rapae	PRA711-19	MN181862
48176	Lepidoptera	Pieris rapae	PRA712-19	MN181861
48177	Lepidoptera	Pieris rapae	PRA713-19	MN181860
48178	Lepidoptera	Pieris rapae	PRA714-19	MN181859
48179	Lepidoptera	Pieris rapae	PRA715-19	MN181858
48180	Lepidoptera	Pieris rapae	PRA703-19	MN181870
48181	Lepidoptera	Pieris rapae	PRA704-19	MN181869
48182	Lepidoptera	Pieris rapae	PRA705-19	MN181868
48183	Lepidoptera	Pieris rapae	PRA706-19	MN181867
48184	Lepidoptera	Pieris rapae	PRA716-19	MN181857
48185	Lepidoptera	Pieris rapae	PRA717-19	MN181856
48186	Lepidoptera	Pieris rapae	PRA718-19	MN181855
48187	Lepidoptera	Pieris rapae	PRA719-19	MN181854
48188	Lepidoptera	Pieris rapae	PRA720-19	MN181853
48189	Lepidoptera	Pieris rapae	PRA721-19	MN181852
48190	Lepidoptera	Pieris rapae	PRA722-19	MN181851
48191	Lepidoptera	Pieris rapae	PRA723-19	MN181850
48192	Lepidoptera	Pieris rapae	PRA724-19	MN181849
48193	Lepidoptera	Pieris rapae	RDBBC003-05	NA
48194	Lepidoptera	Pieris rapae	RDLQ015-05	NA
48195	Lepidoptera	Pieris rapae	RDLQ016-05	NA
48196	Lepidoptera	Pieris rapae	RDLQB138-05	NA
48197	Lepidoptera	Pieris rapae	SBCFA3458-21	NA
48198	Lepidoptera	Pieris rapae	SBCFA3559-21	NA
48199	Lepidoptera	Pieris rapae	SBCFA3596-21	NA
48200	Lepidoptera	Pieris rapae	SBCFA7118-21	NA
48201	Lepidoptera	Pieris rapae	SBCFA7327-21	NA
48202	Lepidoptera	Pieris rapae	SCBP033-15	NA
48203	Lepidoptera	Pieris rapae	SCBP068-15	NA
48204	Lepidoptera	Pieris rapae	SCBP077-15	NA
48205	Lepidoptera	Pieris rapae	SCBP118-15	NA
48206	Lepidoptera	Pieris rapae	SCBP146-15	NA
48207	Lepidoptera	Pieris rapae	SCBP152-15	NA
48208	Lepidoptera	Pieris rapae	SCBP190-15	NA
48209	Lepidoptera	Pieris rapae	SCBP202-15	NA
48210	Lepidoptera	Pieris rapae	SCBP203-15	NA
48211	Lepidoptera	Pieris rapae	SCBP204-15	NA
48212	Lepidoptera	Pieris rapae	SCBP337-15	NA
48213	Lepidoptera	Pieris rapae	SCBP357-15	NA
48214	Lepidoptera	Pieris rapae	SCBP389-15	NA
48215	Lepidoptera	Pieris rapae	SCBP414-15	NA
48216	Lepidoptera	Pieris rapae	SCBP416-15	NA
48217	Lepidoptera	Pieris rapae	SCBP417-15	NA
48218	Lepidoptera	Pieris rapae	SCBP449-15	NA
48219	Lepidoptera	Pieris rapae	SCBP475-15	NA
48220	Lepidoptera	Pieris rapae	SCBP477-15	NA
48221	Lepidoptera	Pieris rapae	SCBP510-15	NA
48222	Lepidoptera	Pieris rapae	SCBP835-15	NA
48223	Lepidoptera	Pieris rapae	SDP129022-13	KX781827
48224	Lepidoptera	Pieris rapae	SDP129024-13	KX781828
48225	Lepidoptera	Pieris rapae	SDP129053-13	KX781920
48226	Lepidoptera	Pieris rapae	SDP129062-13	KX781913
48227	Lepidoptera	Pieris rapae	SMTPD1182-13	KT146263
48228	Lepidoptera	Pieris rapae	SMTPD5183-13	KT130601
48229	Lepidoptera	Pieris rapae	SMTPD5184-13	KT135560
48230	Lepidoptera	Pieris rapae	SMTPI5896-14	KT125731
48231	Lepidoptera	Pieris rapae	SMTPL7383-15	MG360689
48232	Lepidoptera	Pieris rapae	SMTPL7385-15	MG361646
48233	Lepidoptera	Pieris rapae	SMTPR001-16	MG361632
48234	Lepidoptera	Pieris rapae	SMTPR1862-16	MG360239
48235	Lepidoptera	Pieris rapae	SMTPR571-16	MG357473
48236	Lepidoptera	Pieris rapae	SMTPR6710-16	MG364336
48237	Lepidoptera	Pieris rapae	SPMIS331-22	NA
48238	Lepidoptera	Pieris rapae	SSBAD6408-13	KM553039
48239	Lepidoptera	Pieris rapae	SZCBP128-15	NA
48240	Lepidoptera	Pieris rapae	SZCBP297-15	NA
48241	Lepidoptera	Pieris rapae	SZCBP373-15	NA
48242	Lepidoptera	Pieris rapae	TZBCA101-06	NA
48243	Lepidoptera	Pieris rapae	UDLEP109-09	NA
48244	Lepidoptera	Pieris rapae	UNI37050-16	NA
48245	Lepidoptera	Pieris rapae	UNI48001-17	NA
48246	Lepidoptera	Pieris rapae	UNI48013-17	NA
48247	Lepidoptera	Pieris rapae	USLEP1475-10	HQ583580
48248	Lepidoptera	Pieris rapae	USLEP1476-10	HQ583581
48249	Lepidoptera	Pieris rapae	USLEP1477-10	HQ583582
48250	Lepidoptera	Pieris rapae	USLEP1478-10	HQ583583
48251	Lepidoptera	Pieris rapae	USLEP1479-10	HQ583584
48252	Lepidoptera	Pieris rapae	WMB099-11	MN141407
48253	Lepidoptera	Pieris rapae	WMB1065-13	MH419497
48254	Lepidoptera	Pieris rapae	WMB1089-13	MH420397
48255	Lepidoptera	Pieris rapae	WMB1115-13	MH419600
48256	Lepidoptera	Pieris rapae	WMB1130-13	MH419360
48257	Lepidoptera	Pieris rapae	WMB1142-13	MH419690
48258	Lepidoptera	Pieris rapae	WMB1143-13	MH420135
48259	Lepidoptera	Pieris rapae	WMB1179-13	MH419376
48260	Lepidoptera	Pieris rapae	WMB125-11	MN139737
48261	Lepidoptera	Pieris rapae	WMB1274-13	MH419031
48262	Lepidoptera	Pieris rapae	WMB1275-13	MH420210
48263	Lepidoptera	Pieris rapae	WMB133-11	MH419853
48264	Lepidoptera	Pieris rapae	WMB1336-13	MH419186
48265	Lepidoptera	Pieris rapae	WMB1371-13	MH419503
48266	Lepidoptera	Pieris rapae	WMB141-11	MH419815
48267	Lepidoptera	Pieris rapae	WMB1489-13	MH419742
48268	Lepidoptera	Pieris rapae	WMB1490-13	MH419199
48269	Lepidoptera	Pieris rapae	WMB1491-13	MH418731
48270	Lepidoptera	Pieris rapae	WMB1503-13	MH420009
48271	Lepidoptera	Pieris rapae	WMB1552-13	MH418861
48272	Lepidoptera	Pieris rapae	WMB1555-13	MN139603
48273	Lepidoptera	Pieris rapae	WMB1573-13	MH418495
48274	Lepidoptera	Pieris rapae	WMB1750-13	MN142773
48275	Lepidoptera	Pieris rapae	WMB1751-13	MN138553
48276	Lepidoptera	Pieris rapae	WMB176-11	MH418854
48277	Lepidoptera	Pieris rapae	WMB1803-13	MN142439
48278	Lepidoptera	Pieris rapae	WMB1889-13	MH420095
48279	Lepidoptera	Pieris rapae	WMB190-11	MH418917
48280	Lepidoptera	Pieris rapae	WMB1908-13	MH419374
48281	Lepidoptera	Pieris rapae	WMB1929-13	MH420266
48282	Lepidoptera	Pieris rapae	WMB1945-13	MH420174
48283	Lepidoptera	Pieris rapae	WMB1986-13	MH419509
48284	Lepidoptera	Pieris rapae	WMB1987-13	MH419839
48285	Lepidoptera	Pieris rapae	WMB1988-13	MH418889
48286	Lepidoptera	Pieris rapae	WMB1989-13	MH419491
48287	Lepidoptera	Pieris rapae	WMB2084-13	MH418936
48288	Lepidoptera	Pieris rapae	WMB214-11	MH419084
48289	Lepidoptera	Pieris rapae	WMB2177-13	MH419073
48290	Lepidoptera	Pieris rapae	WMB2242-13	MH419139
48291	Lepidoptera	Pieris rapae	WMB2289-13	MH419828
48292	Lepidoptera	Pieris rapae	WMB2300-13	MH420314
48293	Lepidoptera	Pieris rapae	WMB2305-13	MH419099
48294	Lepidoptera	Pieris rapae	WMB2306-13	MH419630
48295	Lepidoptera	Pieris rapae	WMB2313-13	MH418520
48296	Lepidoptera	Pieris rapae	WMB2334-13	MH419069
48297	Lepidoptera	Pieris rapae	WMB2357-13	MH419727
48298	Lepidoptera	Pieris rapae	WMB2427-13	MN145190
48299	Lepidoptera	Pieris rapae	WMB2437-13	MH418663
48300	Lepidoptera	Pieris rapae	WMB2467-13	MN142967
48301	Lepidoptera	Pieris rapae	WMB251-11	MN139542
48302	Lepidoptera	Pieris rapae	WMB2596-13	MH420391
48303	Lepidoptera	Pieris rapae	WMB2635-13	MH419453
48304	Lepidoptera	Pieris rapae	WMB2661-13	MN141703
48305	Lepidoptera	Pieris rapae	WMB2720-13	MN139868
48306	Lepidoptera	Pieris rapae	WMB2721-13	MN143701
48307	Lepidoptera	Pieris rapae	WMB2740-13	MN143907
48308	Lepidoptera	Pieris rapae	WMB2762-13	MH418828
48309	Lepidoptera	Pieris rapae	WMB2763-13	MH418860
48310	Lepidoptera	Pieris rapae	WMB2773-13	MH419040
48311	Lepidoptera	Pieris rapae	WMB2783-13	MH419003
48312	Lepidoptera	Pieris rapae	WMB2806-13	MH419559
48313	Lepidoptera	Pieris rapae	WMB2817-13	MH418965
48314	Lepidoptera	Pieris rapae	WMB2825-13	MH419953
48315	Lepidoptera	Pieris rapae	WMB2864-14	MN143758
48316	Lepidoptera	Pieris rapae	WMB2896-14	MH419639
48317	Lepidoptera	Pieris rapae	WMB2906-14	MH420062
48318	Lepidoptera	Pieris rapae	WMB2914-14	MH418576
48319	Lepidoptera	Pieris rapae	WMB296-11	MH419016
48320	Lepidoptera	Pieris rapae	WMB2982-14	MH418874
48321	Lepidoptera	Pieris rapae	WMB3023-14	MN138718
48322	Lepidoptera	Pieris rapae	WMB3029-14	MN141198
48323	Lepidoptera	Pieris rapae	WMB3031-14	MN143992
48324	Lepidoptera	Pieris rapae	WMB3037-14	MN142252
48325	Lepidoptera	Pieris rapae	WMB3046-14	MH419298
48326	Lepidoptera	Pieris rapae	WMB3047-14	MH420205
48327	Lepidoptera	Pieris rapae	WMB3048-14	MH419926
48328	Lepidoptera	Pieris rapae	WMB3106-14	NA
48329	Lepidoptera	Pieris rapae	WMB3114-14	NA
48330	Lepidoptera	Pieris rapae	WMB3129-14	NA
48331	Lepidoptera	Pieris rapae	WMB3170-14	MN144940
48332	Lepidoptera	Pieris rapae	WMB321-11	MH420352
48333	Lepidoptera	Pieris rapae	WMB3222-14	MN139182
48334	Lepidoptera	Pieris rapae	WMB3230-14	MN141453
48335	Lepidoptera	Pieris rapae	WMB3238-14	MH419253
48336	Lepidoptera	Pieris rapae	WMB325-11	MH419770
48337	Lepidoptera	Pieris rapae	WMB3294-14	MN144671
48338	Lepidoptera	Pieris rapae	WMB3400-14	MN138567
48339	Lepidoptera	Pieris rapae	WMB340-11	MH419525
48340	Lepidoptera	Pieris rapae	WMB3439-14	MN139651
48341	Lepidoptera	Pieris rapae	WMB3452-14	MN141067
